song,count,before_song
"Uncle John's Band",11,"Crazy Fingers"
"Uncle John's Band",11,"Drums"
"Uncle John's Band",10,"Estimated Prophet"
"Uncle John's Band",7,"Corrina"
"Uncle John's Band",7,"Good Lovin'"
"Uncle John's Band",6,"Johnny B. Goode"
"Uncle John's Band",5,"Samson And Delilah"
"Uncle John's Band",4,"Sugar Magnolia"
"Uncle John's Band",4,"Not Fade Away"
"Uncle John's Band",4,"Morning Dew"
"Uncle John's Band",4,"Ship Of Fools"
"Uncle John's Band",4,"Man Smart (Woman Smarter)"
"Uncle John's Band",4,"Brokedown Palace"
"Uncle John's Band",4,"Space"
"Uncle John's Band",3,"Saint Of Circumstance"
"Uncle John's Band",3,"I Know You Rider"
"Uncle John's Band",3,"Cumberland Blues"
"Uncle John's Band",3,"I Need A Miracle"
"Uncle John's Band",3,"China Doll"
"Uncle John's Band",3,"One More Saturday Night"
"Uncle John's Band",3,"Dire Wolf"
"Uncle John's Band",2,"The Wheel"
"Uncle John's Band",2,"Casey Jones"
"Uncle John's Band",2,"Wake Up Little Susie"
"Uncle John's Band",2,"Cold Jordan"
"Uncle John's Band",2,"Far From Me"
"Uncle John's Band",2,"Big Boss Man"
"Uncle John's Band",2,"Mississippi Half Step Uptown Toodeloo"
"Uncle John's Band",2,"Turn On Your Lovelight"
"Uncle John's Band",2,"Candyman"
"Uncle John's Band",2,"Shakedown Street"
"Uncle John's Band",2,"Jam"
"Uncle John's Band",1,"Hell In A Bucket"
"Uncle John's Band",1,"Hard To Handle"
"Uncle John's Band",1,"Truckin'"
"Uncle John's Band",1,"New Speedway Boogie"
"Uncle John's Band",1,"Cold Rain And Snow"
"Uncle John's Band",1,"The Other One"
"Uncle John's Band",1,"The Promised Land"
"Uncle John's Band",1,"Spanish Jam"
"Uncle John's Band",1,"Easy Answers"
"Uncle John's Band",1,"Fire On The Mountain"
"Uncle John's Band",1,"Friend Of The Devil"
"Uncle John's Band",1,"Me And Bobby Mcgee"
"Uncle John's Band",1,"New Minglewood Blues"
"Uncle John's Band",1,"Easy Wind"
"Uncle John's Band",1,"Caution (Do Not Stop On Tracks)"
"Uncle John's Band",1,"We Can Run"
"Uncle John's Band",1,"Viola Lee Blues"
"Uncle John's Band",1,"Comes A Time"
"Uncle John's Band",1,"Cosmic Charlie"
"Uncle John's Band",1,"Victim Or The Crime"
"Uncle John's Band",1,"Dancing In The Streets"
"Uncle John's Band",1,"Wharf Rat"
"Uncle John's Band",1,"That Would Be Something"
"Uncle John's Band",1,"Sing Me Back Home"
"Uncle John's Band",1,"Gimme Some Lovin'"
"Uncle John's Band",1,"Cryptical Envelopment"
"Uncle John's Band",1,"It's A Man's World"
"Uncle John's Band",1,"He's Gone"
"Uncle John's Band",1,"Looks Like Rain"
"Uncle John's Band",1,"Sittin' On Top Of The World"
"Uncle John's Band",1,"Ramble On Rose"
"Uncle John's Band",1,"Greatest Story Ever Told"
"Uncle John's Band",1,"Supplication Jam"
"Uncle John's Band",1,"Seasons Of My Heart"
"Uncle John's Band",1,"El Paso"
"Uncle John's Band",1,"Cassidy"
"Uncle John's Band",1,"The Race Is On"
"Uncle John's Band",1,"U.S. Blues"
"Uncle John's Band",1,"Samba In The Rain"
"Uncle John's Band",1,"The Main Ten Jam"
"Uncle John's Band",1,"Feedback"
"Uncle John's Band",1,"Goin' Down The Road Feeling Bad"
"Uncle John's Band",1,"Don't Need Love"
"Uncle John's Band",1,"I'm A King Bee"
"Uncle John's Band",1,"Swing Low, Sweet Chariot"
"Uncle John's Band",0,""
"Uncle John's Band Jam",2,"Dark Star"
"Uncle John's Band Jam",1,"And We Bid You Good Night Jam"
"Uncle John's Band Jam",1,"Drums"
"Uncle John's Band Jam",1,"High Time"
"Uncle Sam Blues",1,"John's Other"
"Valley Road",3,"Bird Song"
"Valley Road",1,"Tennessee Jed"
"Valley Road",1,"Stuck Inside A Mobile With The Memphis Blues Again"
"Valley Road",1,"Let It Grow"
"Victim Or The Crime",8,"Box Of Rain"
"Victim Or The Crime",5,"Foolish Heart"
"Victim Or The Crime",4,"Built To Last"
"Victim Or The Crime",3,"Althea"
"Victim Or The Crime",3,"Iko Iko"
"Victim Or The Crime",2,"Fire On The Mountain"
"Victim Or The Crime",2,"I Know You Rider"
"Victim Or The Crime",2,"Loser"
"Victim Or The Crime",2,"West L.A. Fadeaway"
"Victim Or The Crime",2,"Row Jimmy"
"Victim Or The Crime",2,"Here Comes Sunshine"
"Victim Or The Crime",2,"Brown Eyed Women"
"Victim Or The Crime",1,"Wang Dang Doodle"
"Victim Or The Crime",1,"New Speedway Boogie"
"Victim Or The Crime",1,"Don't Ease Me In"
"Victim Or The Crime",1,"Franklin's Tower"
"Victim Or The Crime",1,"Sugaree"
"Victim Or The Crime",1,"Blow Away"
"Victim Or The Crime",1,"Scarlet Begonias"
"Victim Or The Crime",1,"Ship Of Fools"
"Victim Or The Crime",1,"Eternity"
"Victim Or The Crime",1,"Just A Little Light"
"Victim Or The Crime",1,"Candyman"
"Victim Or The Crime",1,"Way To Go Home"
"Victim Or The Crime",1,"Rain"
"Victim Or The Crime",1,"Friend Of The Devil"
"Victim Or The Crime",1,"Loose Lucy"
"Victim Or The Crime",0,""
"Viola Lee Blues",3,"Cold Rain And Snow"
"Viola Lee Blues",2,"Cream Puff War"
"Viola Lee Blues",2,"Morning Dew"
"Viola Lee Blues",2,"Drums"
"Viola Lee Blues",2,"Good Lovin'"
"Viola Lee Blues",2,"It Hurts Me Too"
"Viola Lee Blues",1,"Good Morning Little Schoolgirl"
"Viola Lee Blues",1,"Caution (Do Not Stop On Tracks) Jam"
"Viola Lee Blues",1,"It's A Man's World"
"Viola Lee Blues",1,"See That My Grave Is Kept Clean"
"Viola Lee Blues",1,"New Potato Caboose"
"Viola Lee Blues",1,"Turn On Your Lovelight"
"Viola Lee Blues",1,"He Was A Friend Of Mine"
"Viola Lee Blues",1,"Brokedown Palace"
"Viola Lee Blues",1,"I Know You Rider"
"Viola Lee Blues",0,""
"Visions Of Johanna",2,"Space"
"Visions Of Johanna",1,"Drums"
"Visions Of Johanna",1,"Looks Like Rain"
"Visions Of Johanna",1,"The Last Time"
"Visions Of Johanna",1,"The Other One"
"Visions Of Johanna",1,"When I Paint My Masterpiece"
"Visions Of Johanna",1,"Box Of Rain"
"Wabash Cannonball",1,"All I Have To Do Is Dream"
"Wake Me Shake Me",1,"Katie Mae"
"Wake Up Little Susie",4,"Cumberland Blues"
"Wake Up Little Susie",3,"Candyman"
"Wake Up Little Susie",1,"Cathy's Clown"
"Wake Up Little Susie",1,"The Race Is On"
"Wake Up Little Susie",1,"Little Sadie"
"Wake Up Little Susie",1,"Friend Of The Devil"
"Wake Up Little Susie",1,"Black Peter"
"Wake Up Little Susie",1,"Deep Elem Blues"
"Wake Up Little Susie",1,"Tell It To Me"
"Wake Up Little Susie",1,"I've Been All Around This World"
"Walk Down The Street",1,"Roberta"
"Walkin' Blues",24,"Sugaree"
"Walkin' Blues",13,"Franklin's Tower"
"Walkin' Blues",10,"Touch Of Grey"
"Walkin' Blues",10,"Mississippi Half Step Uptown Toodeloo"
"Walkin' Blues",9,"Iko Iko"
"Walkin' Blues",8,"Cold Rain And Snow"
"Walkin' Blues",8,"Bertha"
"Walkin' Blues",8,"Shakedown Street"
"Walkin' Blues",7,"Peggy O"
"Walkin' Blues",5,"Jack A Roe"
"Walkin' Blues",5,"Here Comes Sunshine"
"Walkin' Blues",4,"Candyman"
"Walkin' Blues",3,"Althea"
"Walkin' Blues",3,"Loser"
"Walkin' Blues",2,"Fire On The Mountain"
"Walkin' Blues",2,"When Push Comes To Shove"
"Walkin' Blues",2,"Stagger Lee"
"Walkin' Blues",2,"Row Jimmy"
"Walkin' Blues",2,"They Love Each Other"
"Walkin' Blues",1,"West L.A. Fadeaway"
"Walkin' Blues",1,"Ramble On Rose"
"Walkin' Blues",1,"Friend Of The Devil"
"Walkin' Blues",1,"Dupree's Diamond Blues"
"Walkin' Blues",1,"Blow Away"
"Walkin' Blues",1,"Easy To Love You"
"Walkin' Blues",1,"High Time"
"Walkin' Blues",1,"Eyes Of The World"
"Walkin' Blues",1,"Foolish Heart"
"Walkin' Blues",1,"Alabama Getaway"
"Walkin' Blues",1,"Big Boss Man"
"Walkin' Blues",0,""
"Walking The Dog",1,"In The Midnight Hour"
"Walking The Dog",1,"Mama Tried"
"Walking The Dog",0,""
"Wang Dang Doodle",13,"Cold Rain And Snow"
"Wang Dang Doodle",10,"Touch Of Grey"
"Wang Dang Doodle",8,"Bertha"
"Wang Dang Doodle",7,"Sugaree"
"Wang Dang Doodle",7,"Franklin's Tower"
"Wang Dang Doodle",6,"Shakedown Street"
"Wang Dang Doodle",5,"Mississippi Half Step Uptown Toodeloo"
"Wang Dang Doodle",5,"Peggy O"
"Wang Dang Doodle",4,"Friend Of The Devil"
"Wang Dang Doodle",4,"Truckin'"
"Wang Dang Doodle",3,"Jack A Roe"
"Wang Dang Doodle",2,"Althea"
"Wang Dang Doodle",2,"Stagger Lee"
"Wang Dang Doodle",2,"Here Comes Sunshine"
"Wang Dang Doodle",1,"He's Gone"
"Wang Dang Doodle",1,"I Know You Rider"
"Wang Dang Doodle",1,"Row Jimmy"
"Wang Dang Doodle",1,"Crazy Fingers"
"Wang Dang Doodle",1,"I Need A Miracle"
"Wang Dang Doodle",1,"Candyman"
"Wang Dang Doodle",1,"Ramble On Rose"
"Wang Dang Doodle",1,"Deal"
"Wang Dang Doodle",1,"Dire Wolf"
"Wang Dang Doodle",1,"Brown Eyed Women"
"Wang Dang Doodle",1,"Let The Good Times Roll"
"Wang Dang Doodle",1,"Lazy River Road"
"Wang Dang Doodle",1,"They Love Each Other"
"Wang Dang Doodle",0,""
"Warriors Of The Sun",1,"Lucifer's Eyes"
"Watching The River Flow",1,"Dead Man, Dead Man"
"Watching The River Flow",1,"Simple Twist Of Fate"
"Wave That Flag",3,"Looks Like Rain"
"Wave That Flag",3,"Jack Straw"
"Wave That Flag",2,"Box Of Rain"
"Wave That Flag",1,"Me And My Uncle"
"Wave That Flag",1,"Mexicali Blues"
"Wave That Flag",1,"The Race Is On"
"Wave That Flag",1,"Big River"
"Wave That Flag",0,""
"Wave To The Wind",3,"Man Smart (Woman Smarter)"
"Wave To The Wind",3,"Iko Iko"
"Wave To The Wind",2,"Fire On The Mountain"
"Wave To The Wind",2,"Way To Go Home"
"Wave To The Wind",2,"Space"
"Wave To The Wind",1,"Ship Of Fools"
"Wave To The Wind",1,"Estimated Prophet"
"Wave To The Wind",1,"Loose Lucy"
"Wave To The Wind",1,"Looks Like Rain"
"Wave To The Wind",1,"Lucy In The Sky With Diamonds"
"Wave To The Wind",1,"Uncle John's Band"
"Wave To The Wind",1,"Victim Or The Crime"
"Wave To The Wind",1,"Crazy Fingers"
"Wave To The Wind",0,""
"Way To Go Home",13,"I Know You Rider"
"Way To Go Home",11,"Samson And Delilah"
"Way To Go Home",8,"Looks Like Rain"
"Way To Go Home",7,"Iko Iko"
"Way To Go Home",7,"Fire On The Mountain"
"Way To Go Home",5,"Saint Of Circumstance"
"Way To Go Home",4,"Here Comes Sunshine"
"Way To Go Home",4,"Space"
"Way To Go Home",3,"Drums"
"Way To Go Home",3,"Eyes Of The World"
"Way To Go Home",3,"Man Smart (Woman Smarter)"
"Way To Go Home",2,"If The Shoe Fits"
"Way To Go Home",2,"Foolish Heart"
"Way To Go Home",2,"That Would Be Something"
"Way To Go Home",2,"Ship Of Fools"
"Way To Go Home",2,"So Many Roads"
"Way To Go Home",1,"Estimated Prophet"
"Way To Go Home",1,"Ramble On Rose"
"Way To Go Home",1,"Big River"
"Way To Go Home",1,"Cumberland Blues"
"Way To Go Home",1,"Victim Or The Crime"
"Way To Go Home",1,"Good Morning Little Schoolgirl"
"Way To Go Home",1,"Broken Arrow"
"Way To Go Home",1,"I Fought The Law"
"Way To Go Home",1,"New Speedway Boogie"
"Way To Go Home",1,"The Other One"
"Way To Go Home",0,""
"We Can Run",2,"Built To Last"
"We Can Run",2,"Bertha"
"We Can Run",2,"Queen Jane Approximately"
"We Can Run",2,"Sugaree"
"We Can Run",1,"It's All Over Now"
"We Can Run",1,"Wang Dang Doodle"
"We Can Run",1,"Jack A Roe"
"We Can Run",1,"Looks Like Rain"
"We Can Run",1,"Althea"
"We Can Run",1,"I Know You Rider"
"We Can Run",1,"Candyman"
"We Can Run",1,"Jack Straw"
"We Can Run",1,"New Minglewood Blues"
"We Can Run",1,"Tennessee Jed"
"We Can Run",1,"Cold Rain And Snow"
"We Can Run",1,"Ramble On Rose"
"We Can Run",1,"Victim Or The Crime"
"We Can Run",1,"Loser"
"Weather Report Suite Part 1",46,"Weather Report Suite Prelude"
"Weather Report Suite Part 1",1,"Mississippi Half Step Uptown Toodeloo"
"Weather Report Suite Prelude",14,"Row Jimmy"
"Weather Report Suite Prelude",5,"Eyes Of The World"
"Weather Report Suite Prelude",4,"Ship Of Fools"
"Weather Report Suite Prelude",3,"Me And Bobby Mcgee"
"Weather Report Suite Prelude",3,"Let Me Sing Your Blues Away"
"Weather Report Suite Prelude",2,"Bertha"
"Weather Report Suite Prelude",2,"To Lay Me Down"
"Weather Report Suite Prelude",2,"Brokedown Palace"
"Weather Report Suite Prelude",2,"It Must Have Been The Roses"
"Weather Report Suite Prelude",1,"U.S. Blues"
"Weather Report Suite Prelude",1,"You Ain't Woman Enough"
"Weather Report Suite Prelude",1,"Here Comes Sunshine"
"Weather Report Suite Prelude",1,"Casey Jones"
"Weather Report Suite Prelude",1,"Candyman"
"Weather Report Suite Prelude",1,"Truckin'"
"Weather Report Suite Prelude",1,"Black Peter"
"Weather Report Suite Prelude",1,"Stella Blue"
"Weather Report Suite Prelude",1,"Ramble On Rose"
"Weather Report Suite Prelude",1,"The Other One"
"Weather Report Suite Prelude",1,"Loose Lucy"
"Weather Report Suite Prelude",1,"Deal"
"Weather Report Suite Prelude",1,"Dark Star"
"Weather Report Suite Prelude",1,"I Know You Rider"
"Werewolves Of London",1,"One More Saturday Night"
"Werewolves Of London",0,""
"West L.A. Fadeaway",17,"Greatest Story Ever Told"
"West L.A. Fadeaway",14,"Jack Straw"
"West L.A. Fadeaway",11,"Cassidy"
"West L.A. Fadeaway",11,"Mexicali Blues"
"West L.A. Fadeaway",10,"Hell In A Bucket"
"West L.A. Fadeaway",10,"Feel Like A Stranger"
"West L.A. Fadeaway",9,"Big River"
"West L.A. Fadeaway",7,"The Promised Land"
"West L.A. Fadeaway",5,"Beat It On Down The Line"
"West L.A. Fadeaway",4,"When I Paint My Masterpiece"
"West L.A. Fadeaway",3,"El Paso"
"West L.A. Fadeaway",3,"Queen Jane Approximately"
"West L.A. Fadeaway",2,"It's All Over Now"
"West L.A. Fadeaway",2,"Wang Dang Doodle"
"West L.A. Fadeaway",2,"Hey Pocky Way"
"West L.A. Fadeaway",2,"Desolation Row"
"West L.A. Fadeaway",2,"Day Tripper"
"West L.A. Fadeaway",2,"Little Red Rooster"
"West L.A. Fadeaway",2,"Maybe You Know"
"West L.A. Fadeaway",2,"My Brother Esau"
"West L.A. Fadeaway",1,"It's All Over Now, Baby Blue"
"West L.A. Fadeaway",1,"Just Like Tom Thumb's Blues"
"West L.A. Fadeaway",1,"Let The Good Times Roll"
"West L.A. Fadeaway",1,"Tons Of Steel"
"West L.A. Fadeaway",1,"Box Of Rain"
"West L.A. Fadeaway",1,"Easy To Love You"
"West L.A. Fadeaway",1,"Man Smart (Woman Smarter)"
"West L.A. Fadeaway",1,"Dancing In The Streets"
"West L.A. Fadeaway",1,"In The Midnight Hour"
"West L.A. Fadeaway",1,"(I'm A) Road Runner"
"West L.A. Fadeaway",1,"The Same Thing"
"West L.A. Fadeaway",1,"On The Road Again"
"West L.A. Fadeaway",1,"Victim Or The Crime"
"West L.A. Fadeaway",1,"Black Throated Wind"
"West L.A. Fadeaway",1,"Broken Arrow"
"West L.A. Fadeaway",1,"Far From Me"
"West L.A. Fadeaway",1,"Stuck Inside A Mobile With The Memphis Blues Again"
"West L.A. Fadeaway",1,"The Race Is On"
"West L.A. Fadeaway",1,"The Music Never Stopped"
"West L.A. Fadeaway",0,""
"Wharf Rat",161,"The Other One"
"Wharf Rat",34,"Drums"
"Wharf Rat",34,"Truckin'"
"Wharf Rat",26,"Not Fade Away"
"Wharf Rat",20,"I Need A Miracle"
"Wharf Rat",11,"Space"
"Wharf Rat",10,"Gimme Some Lovin'"
"Wharf Rat",10,"The Wheel"
"Wharf Rat",9,"Eyes Of The World"
"Wharf Rat",8,"Saint Of Circumstance"
"Wharf Rat",7,"Dancing In The Streets"
"Wharf Rat",6,"Let It Grow"
"Wharf Rat",6,"Playing In The Band (reprise)"
"Wharf Rat",4,"Dear Mr. Fantasy"
"Wharf Rat",4,"Spanish Jam"
"Wharf Rat",4,"The Last Time"
"Wharf Rat",4,"Playing In The Band"
"Wharf Rat",3,"Cryptical Envelopment"
"Wharf Rat",3,"Dark Star"
"Wharf Rat",3,"Throwing Stones"
"Wharf Rat",3,"All Along The Watchtower"
"Wharf Rat",3,"Goin' Down The Road Feeling Bad"
"Wharf Rat",2,"Nobody's Fault But Mine Jam"
"Wharf Rat",1,"Me And Bobby Mcgee"
"Wharf Rat",1,"Crazy Fingers"
"Wharf Rat",1,"Samson And Delilah"
"Wharf Rat",1,"He's Gone"
"Wharf Rat",1,"Spoonful"
"Wharf Rat",1,"Sugar Magnolia"
"Wharf Rat",1,"I Will Take You Home"
"Wharf Rat",1,"Uncle John's Band"
"Wharf Rat",1,"Seastones"
"Wharf Rat",1,"Corrina"
"Wharf Rat",1,"Weather Report Suite Prelude"
"Wharf Rat",1,"Beat It On Down The Line"
"Wharf Rat",1,"Around And Around"
"Wharf Rat",1,"Me And My Uncle"
"Wharf Rat",1,"Wave To The Wind"
"Wharf Rat",1,"Jam"
"Wharf Rat",1,"Mind Left Body Jam"
"Wharf Rat",1,"China Doll"
"Wharf Rat",0,""
"What's Become Of The Baby",1,"Feedback"
"What's Going On?",1,"Every Time You Go Away"
"When I Paint My Masterpiece",16,"Althea"
"When I Paint My Masterpiece",11,"Ramble On Rose"
"When I Paint My Masterpiece",10,"Brown Eyed Women"
"When I Paint My Masterpiece",10,"West L.A. Fadeaway"
"When I Paint My Masterpiece",8,"Lazy River Road"
"When I Paint My Masterpiece",8,"Row Jimmy"
"When I Paint My Masterpiece",6,"Stagger Lee"
"When I Paint My Masterpiece",6,"Friend Of The Devil"
"When I Paint My Masterpiece",5,"Tennessee Jed"
"When I Paint My Masterpiece",5,"Jack A Roe"
"When I Paint My Masterpiece",5,"Loose Lucy"
"When I Paint My Masterpiece",5,"Candyman"
"When I Paint My Masterpiece",3,"When Push Comes To Shove"
"When I Paint My Masterpiece",3,"Peggy O"
"When I Paint My Masterpiece",3,"High Time"
"When I Paint My Masterpiece",3,"Dire Wolf"
"When I Paint My Masterpiece",3,"Loser"
"When I Paint My Masterpiece",3,"Far From Me"
"When I Paint My Masterpiece",3,"It Must Have Been The Roses"
"When I Paint My Masterpiece",3,"So Many Roads"
"When I Paint My Masterpiece",2,"Franklin's Tower"
"When I Paint My Masterpiece",2,"Broken Arrow"
"When I Paint My Masterpiece",2,"To Lay Me Down"
"When I Paint My Masterpiece",2,"If The Shoe Fits"
"When I Paint My Masterpiece",2,"Blow Away"
"When I Paint My Masterpiece",2,"We Can Run"
"When I Paint My Masterpiece",2,"Dupree's Diamond Blues"
"When I Paint My Masterpiece",1,"Addams Family Tuning"
"When I Paint My Masterpiece",1,"Bertha"
"When I Paint My Masterpiece",1,"Just A Little Light"
"When I Paint My Masterpiece",1,"Gentlemen Start Your Engines"
"When I Paint My Masterpiece",1,"Just Like Tom Thumb's Blues"
"When I Paint My Masterpiece",1,"Never Trust A Woman"
"When I Paint My Masterpiece",1,"Mississippi Half Step Uptown Toodeloo"
"When I Paint My Masterpiece",1,"Cumberland Blues"
"When I Paint My Masterpiece",1,"Bird Song"
"When I Paint My Masterpiece",1,"Built To Last"
"When I Paint My Masterpiece",1,"Drums"
"When Push Comes To Shove",6,"Walkin' Blues"
"When Push Comes To Shove",5,"My Brother Esau"
"When Push Comes To Shove",5,"Mexicali Blues"
"When Push Comes To Shove",5,"When I Paint My Masterpiece"
"When Push Comes To Shove",4,"New Minglewood Blues"
"When Push Comes To Shove",4,"Little Red Rooster"
"When Push Comes To Shove",3,"Big River"
"When Push Comes To Shove",3,"Stuck Inside A Mobile With The Memphis Blues Again"
"When Push Comes To Shove",2,"Queen Jane Approximately"
"When Push Comes To Shove",2,"El Paso"
"When Push Comes To Shove",2,"Jack Straw"
"When Push Comes To Shove",2,"It's All Over Now"
"When Push Comes To Shove",2,"Desolation Row"
"When Push Comes To Shove",1,"C.C. Rider"
"When Push Comes To Shove",1,"Ballad Of A Thin Man"
"When Push Comes To Shove",1,"We Can Run"
"When Push Comes To Shove",1,"Tons Of Steel"
"When Push Comes To Shove",1,"Hell In A Bucket"
"When Push Comes To Shove",1,"Box Of Rain"
"When Push Comes To Shove",1,"Gimme Some Lovin'"
"When Push Comes To Shove",1,"The Promised Land"
"When Push Comes To Shove",1,"Cassidy"
"When Push Comes To Shove",0,""
"Where Have The Heroes Gone",1,"You Won't Find Me"
"Who Do You Love?",3,"Caution (Do Not Stop On Tracks)"
"Who Do You Love?",1,"Not Fade Away"
"Who's Lovin' You Tonight",1,"The Things I Used To Do"
"Why Don't We Do It In The Road",1,"Drums"
"Why Don't We Do It In The Road",1,"Eyes Of The World"
"Why Don't We Do It In The Road",1,"Gloria"
"Why Don't We Do It In The Road",1,"Black Peter"
"Why Don't We Do It In The Road",0,""
"Willie & The Hand Jive",1,"Drums"
"Willie & The Hand Jive",1,"Space"
"Willie & The Hand Jive",1,"Althea"
"Willie & The Hand Jive",1,"Ship Of Fools"
"Willie & The Hand Jive",1,"Comes A Time"
"Willie & The Hand Jive",1,"Deal"
"Winin' Boy Blues",0,""
"Wipe Out",1,"Baby What You Want Me To Do"
"Workin' Man Blues",0,""
"Yellow Dog Story",1,"Dire Wolf"
"Yellow Dog Story",1,"Truckin'"
"Yellow Dog Story",1,"Cold Rain And Snow"
"You Ain't Woman Enough",2,"El Paso"
"You Ain't Woman Enough",1,"Jack Straw"
"You Ain't Woman Enough",1,"I Know You Rider"
"You Ain't Woman Enough",1,"Mexicali Blues"
"You Ain't Woman Enough",1,"China Doll"
"You Ain't Woman Enough",1,"Brown Eyed Women"
"You Ain't Woman Enough",1,"Mississippi Half Step Uptown Toodeloo"
"You Ain't Woman Enough",1,"Loose Lucy"
"You Ain't Woman Enough",1,"Row Jimmy"
"You Ain't Woman Enough",1,"Box Of Rain"
"You Ain't Woman Enough",1,"Beat It On Down The Line"
"You Ain't Woman Enough",1,"The Race Is On"
"You Ain't Woman Enough",1,"Big River"
"You Don't Have to Ask",2,"I'm A Hog For You Baby"
"You Don't Have to Ask",2,"Sittin' On Top Of The World"
"You Don't Have to Ask",1,"See That My Grave Is Kept Clean"
"You Don't Have to Ask",1,"Good Lovin'"
"You Don't Love Me",1,"Cream Puff War"
"You Don't Love Me",1,"Good Morning Little Schoolgirl"
"You See A Broken Heart",2,"I Know You Rider"
"You Win Again",4,"Sugar Magnolia"
"You Win Again",3,"Playing In The Band"
"You Win Again",2,"Mexicali Blues"
"You Win Again",2,"Run Rudolph Run"
"You Win Again",2,"Beat It On Down The Line"
"You Win Again",2,"Black Throated Wind"
"You Win Again",2,"Me And My Uncle"
"You Win Again",1,"El Paso"
"You Win Again",1,"Mr. Charlie"
